0,-0
0.1,4.1242
0.2,5.8466
0.3,6.5511
0.4,6.8407
0.5,6.9582
0.6,7.0043
0.7,7.0236
0.8,7.0325
0.9,7.0351
1,7.0357
1.1,7.0372
1.2,7.0385
1.3,7.0385
1.4,7.0389
1.5,7.0401
1.6,7.0402
1.7,7.0395
1.8,7.0394
1.9,7.0399
2,7.0395
2.1,7.0386
2.2,7.0383
2.3,7.038
2.4,7.0372
2.5,7.0366
2.6,7.037
2.7,7.0374
2.8,7.0374
2.9,7.0376
3,7.0382
3.1,7.0385
3.2,7.0386
3.3,7.0387
3.4,7.0391
3.5,7.0392
3.6,7.0389
3.7,7.0387
3.8,7.0386
3.9,7.0383
4,7.0379
4.1,7.0376
4.2,7.0375
4.3,7.0373
4.4,7.0371
4.5,7.0372
4.6,7.0373
4.7,7.0374
4.8,7.0375
4.9,7.0377
5,7.038
5.1,7.0383
5.2,7.0384
5.3,7.0385
5.4,7.0386
5.5,7.0385
5.6,7.0383
5.7,7.0381
5.8,7.0381
5.9,7.0379
6,7.0377
6.1,7.0376
6.2,7.0374
6.3,7.0373
6.4,7.0372
6.5,7.0372
6.6,7.0372
6.7,7.0374
6.8,7.0374
6.9,7.0376
7,7.0377
7.1,3.8165
7.2,2.4003
7.3,1.8207
7.4,1.5836
7.5,1.4867
7.6,1.4471
7.7,1.4309
7.8,1.4243
7.9,1.4215
8,1.4203
8.1,1.4198
8.2,1.4195
8.3,1.4193
8.4,1.4192
8.5,1.4191
8.6,1.4191
8.7,1.419
8.8,1.4191
8.9,1.4191
9,1.4192
9.1,1.4193
9.2,1.4194
9.3,1.4196
9.4,1.4197
9.5,1.4197
9.6,1.4198
9.7,1.4198
9.8,1.4198
9.9,1.4198
10,1.4197
10.1,1.3395
10.2,1.3783
10.3,1.4022
10.4,1.4121
10.5,1.4158
10.6,1.4168
10.7,1.4167
10.8,1.4165
10.9,1.4163
11,1.416
11.1,1.4941
11.2,1.4501
11.3,1.433
11.4,1.4265
11.5,1.4246
11.6,1.4242
11.7,1.424
11.8,1.4238
11.9,1.4237
12,1.4235
12.1,1.4228
12.2,1.4219
12.3,1.4211
12.4,1.4202
12.5,1.4192
12.6,1.4183
12.7,1.4178
12.8,1.4176
12.9,1.4174
13,1.4173
13.1,1.4177
13.2,1.4183
13.3,1.4191
13.4,1.4198
13.5,1.4207
13.6,1.4216
13.7,1.4222
13.8,1.4226
13.9,1.4229
14,1.4231
14.1,1.4231
14.2,1.4227
14.3,1.4222
14.4,1.4215
14.5,1.4207
14.6,1.4198
14.7,1.419
14.8,1.4185
14.9,1.418
15,1.4177
15.1,1.4176
15.2,1.4177
15.3,1.418
15.4,1.4184
15.5,1.419
15.6,1.4198
15.7,1.4205
15.8,1.4212
15.9,1.4217
16,1.4222
16.1,1.4225
16.2,1.4225
16.3,1.4224
16.4,1.4221
16.5,1.4216
16.6,1.421
16.7,1.4204
16.8,1.4197
16.9,1.4191
17,1.4186
17.1,1.4182
17.2,1.4179
17.3,1.4179
17.4,1.418
17.5,1.4183
17.6,1.4188
17.7,1.4193
17.8,1.4199
17.9,1.4205
18,1.421
18.1,1.4215
18.2,1.4218
18.3,1.422
18.4,1.422
18.5,1.4219
18.6,1.4215
18.7,1.4211
18.8,1.4206
18.9,1.42
19,1.4195
19.1,1.419
19.2,1.4186
19.3,1.4182
19.4,1.4181
19.5,1.4181
19.6,1.4182
19.7,1.4185
19.8,1.4189
19.9,1.4194
20,1.4199
20.1,1.3424
20.2,1.3762
20.3,1.3995
20.4,1.41
20.5,1.4145
20.6,1.4163
20.7,1.417
20.8,1.4174
20.9,1.4177
21,1.4178
21.1,1.4202
21.2,1.4184
21.3,1.4178
21.4,1.4175
21.5,1.4172
21.6,1.4171
21.7,2.1481
21.8,1.754
21.9,1.5663
22,1.4883
22.1,1.4543
22.2,1.4373
22.3,1.4293
22.4,1.4285
22.5,1.4304
22.6,1.4299
22.7,1.4287
22.8,1.4295
22.9,1.4297
23,1.4294
23.1,1.4298
23.2,1.4295
23.3,1.4297
23.4,1.4295
23.5,1.4295
23.6,1.4293
23.7,1.4292
23.8,1.429
23.9,1.4289
24,1.4287
24.1,1.4287
24.2,1.4285
24.3,1.4285
24.4,1.4284
24.5,1.4285
24.6,1.4285
24.7,1.4286
24.8,1.4287
24.9,1.4288
25,1.4289
25.1,0.39522
25.2,1.6649
25.3,1.2823
25.4,1.2152
25.5,1.7153
25.6,1.0455
25.7,1.7878
25.8,1.0916
25.9,1.6822
26,1.2316
26.1,1.5287
26.2,1.3726
26.3,1.405
26.4,1.4664
26.5,1.3399
26.6,1.5029
26.7,1.3294
26.8,1.4945
26.9,1.3536
27,1.4634
27.1,1.39
27.2,1.4301
27.3,1.4211
27.4,1.4069
27.5,1.4384
27.6,1.3978
27.7,1.4411
27.8,1.4006
27.9,1.4338
28,1.4093
28.1,1.4229
28.2,1.4178
28.3,1.4142
28.4,1.4226
28.5,1.4101
28.6,1.4229
28.7,1.4107
28.8,1.4202
28.9,1.4139
29,1.4171
29.1,1.4174
29.2,1.4152
29.3,1.4196
29.4,1.4154
29.5,1.42
29.6,1.4171
29.7,1.4194
29.8,1.4188
29.9,1.4186
30,1.4199
30.1,1.418
30.2,1.4196
30.3,1.418
30.4,1.4185
30.5,1.4179
30.6,1.4173
30.7,1.4176
30.8,1.4165
30.9,1.417
31,1.4163
31.1,1.4174
31.2,1.4247
31.3,1.439
31.4,1.456
31.5,1.4718
31.6,1.4829
31.7,1.4869
31.8,1.4835
31.9,1.4731
32,1.4579
32.1,1.4401
32.2,1.4223
32.3,1.4065
32.4,1.3946
32.5,1.3876
32.6,1.386
32.7,1.3897
32.8,1.3979
32.9,1.4096
33,1.4235
33.1,1.4381
33.2,1.4519
33.3,1.4637
33.4,1.4726
33.5,1.4781
33.6,1.4803
33.7,1.4793
33.8,1.4759
