0,0,0,-0.05,0,-60
0.05,80,0,0,-0.05,0
0.1,80,0,0,-0.05,0
0.15,80,0,0,-0.05,0
0.2,80,0,0,-0.05,0
0.25,80,0,0,-0.05,0
0.3,80,0,0,-0.05,0
0.35,80,0,0,-0.05,0
0.4,80,0,0,-0.05,0
0.45,80,0,0,-0.05,0
0.5,80,0,0,-0.05,0
0.55,80,0,0,-0.05,0
0.6,80,0,0,-0.05,0
0.65,80,0,0,-0.05,0
0.7,80,0,0,-0.05,0
0.75,80,0,0,-0.05,0
0.8,80,0,0,-0.05,0
0.85,80,0,0,-0.05,0
0.9,80,0,0,-0.05,0
0.95,80,0,0,-0.05,0
1,80,0,0,-0.05,0
1.05,80,0,0,-0.05,0
1.1,80,0,0,-0.05,0
1.15,80,0,0,-0.05,0
1.2,80,0,0,-0.05,0
1.25,80,0,0,-0.05,0
1.3,80,0,0,-0.05,0
1.35,80,0,0,-0.05,0
1.4,80,0,0,-0.05,0
1.45,80,0,0,-0.05,0
1.5,80,0,0,-0.05,0
1.55,80,0,0,-0.05,0
1.6,80,0,0,-0.05,0
1.65,80,0,0,-0.05,0
1.7,80,0,0,-0.05,0
1.75,80,0,0,-0.05,0
1.8,80,0,0,-0.05,0
1.85,80,0,0,-0.05,0
1.9,80,0,0,-0.05,0
1.95,80,0,0,-0.05,0
2,80,0,0,-0.05,0
2.05,80,0,0,-0.05,0
2.1,80,0,0,-0.05,0
2.15,80,0,0,-0.05,0
2.2,80,0,0,-0.05,0
2.25,80,0,0,-0.05,0
2.3,80,0,0,-0.05,0
2.35,80,0,0,-0.05,0
2.4,80,0,0,-0.05,0
2.45,80,0,0,-0.05,0
2.5,80,0,0,-0.05,0
2.55,80,0,0,-0.05,0
2.6,80,0,0,-0.05,0
2.65,80,0,0,-0.05,0
2.7,80,0,0,-0.05,0
2.75,80,0,0,-0.05,0
2.8,80,0,0,-0.05,0
2.85,80,0,0,-0.05,0
2.9,80,0,0,-0.05,0
2.95,80,0,0,-0.05,0
3,80,0,0,-0.05,0
3.05,80,0,0,-0.05,0
3.1,80,0,0,-0.05,0
3.15,80,0,0,-0.05,0
3.2,80,0,0,-0.05,0
3.25,80,0,0,-0.05,0
3.3,80,0,0,-0.05,0
3.35,80,0,0,-0.05,0
3.4,80,0,0,-0.05,0
3.45,80,0,0,-0.05,0
3.5,80,0,0,-0.05,0
3.55,80,0,0,-0.05,0
3.6,80,0,0,-0.05,0
3.65,80,0,0,-0.05,0
3.7,80,0,0,-0.05,0
3.75,80,0,0,-0.05,0
3.8,80,0,0,-0.05,0
3.85,80,0,0,-0.05,0
3.9,80,0,0,-0.05,0
3.95,80,0,0,-0.05,0
4,80,0,0,-0.05,0
4.05,80,0,0,-0.05,0
4.1,80,0,0,-0.05,0
4.15,80,0,0,-0.05,0
4.2,80,0,0,-0.05,0
4.25,80,0,0,-0.05,0
4.3,80,0,0,-0.05,0
4.35,80,0,0,-0.05,0
4.4,80,0,0,-0.05,0
4.45,80,0,0,-0.05,0
4.5,80,0,0,-0.05,0
4.55,80,0,0,-0.05,0
4.6,80,0,0,-0.05,0
4.65,80,0,0,-0.05,0
4.7,80,0,0,-0.05,0
4.75,80,0,0,-0.05,0
4.8,80,0,0,-0.05,0
4.85,80,0,0,-0.05,0
4.9,80,0,0,-0.05,0
4.95,80,0,0,-0.05,0
5,80,0,0,-0.05,0
